Station_ID,Date_Time,PCode,Result
CT,2021-01-07,Data 6,16.867404540794457
CT,2021-01-07,Data 7,8.898673137867736
CT,2021-01-07,Data 8,13.137125949612054
CT,2021-01-07,Data 9,12.161151531532393
CT,2021-01-07,Data 10,18.09986881003508
CT,2021-01-07,Data 11,14.433493415327526
CT,2021-01-07,Data 12,16.35587696758865
CT,2021-01-08,Data 1,14.62703443473934
CT,2021-01-08,Data 2,11.53827136713209
CT,2021-01-08,Data 3,11.785033530877545
CT,2021-01-08,Data 4,16.36926771706461
CT,2021-01-08,Data 5,17.519765588496846
CT,2021-01-08,Data 6,19.56364574355462
CT,2021-01-08,Data 7,13.043883131233795
CT,2021-01-08,Data 8,13.593969346466372
CT,2021-01-08,Data 9,12.639950556843019
CT,2021-01-08,Data 10,15.464507394322007
CT,2021-01-08,Data 11,
CT,2021-01-08,Data 12,15.571297163947264
CT,2021-01-09,Data 1,16.731549022289514
CT,2021-01-09,Data 2,14.947665841823575
CT,2021-01-09,Data 3,13.050636659545358
CT,2021-01-09,Data 4,17.574169207484903
CT,2021-01-09,Data 5,18.926752258488644
CT,2021-01-09,Data 6,18.825561853872998
CT,2021-01-09,Data 7,11.509223767994259
CT,2021-01-09,Data 8,11.492527671285021
CT,2021-01-09,Data 9,13.845796581171792
CT,2021-01-09,Data 10,15.682303949633287
CT,2021-01-09,Data 11,16.026003783755815
CT,2021-01-09,Data 12,19.907068154314633
CT,2021-01-10,Data 1,14.251334695530012
CT,2021-01-10,Data 2,
CT,2021-01-10,Data 3,12.858215003877776
CT,2021-01-10,Data 4,16.96494483048637
CT,2021-01-10,Data 5,
CT,2021-01-10,Data 6,19.428000988184184
CT,2021-01-10,Data 7,12.94647524914709
CT,2021-01-10,Data 8,12.854342174686254
CT,2021-01-10,Data 9,12.30641256386319
CT,2021-01-10,Data 10,11.970305550628272
CT,2021-01-10,Data 11,16.42818748826041
CT,2021-01-10,Data 12,14.508522442576023
CT,2021-01-11,Data 1,11.232285127597734
CT,2021-01-11,Data 2,14.307450211891055
CT,2021-01-11,Data 3,15.116417436892
CT,2021-01-11,Data 4,13.714059404338753
CT,2021-01-11,Data 5,19.166102486350553
CT,2021-01-11,Data 6,20.107604104069807
CT,2021-01-11,Data 7,13.03007053441732
CT,2021-01-11,Data 8,14.027571901824418
CT,2021-01-11,Data 9,15.030095372612095
CT,2021-01-11,Data 10,22.70546298130944
CT,2021-01-11,Data 11,17.908003526986406
CT,2021-01-11,Data 12,18.302782502611596
CT,2021-01-12,Data 1,11.454349570924856
CT,2021-01-12,Data 2,
CT,2021-01-12,Data 3,19.629317133347016
CT,2021-01-12,Data 4,12.265469614816503
CT,2021-01-12,Data 5,16.056136268421135
CT,2021-01-12,Data 6,20.177901193934733
CT,2021-01-12,Data 7,10.569392581480063
CT,2021-01-12,Data 8,14.35919549786935
CT,2021-01-12,Data 9,14.091143679807628
CT,2021-01-12,Data 10,13.696799304788366
CT,2021-01-12,Data 11,11.949714826684787
CT,2021-01-12,Data 12,17.372908629538856
CT,2021-01-13,Data 1,
CT,2021-01-13,Data 2,13.770527117066202
CT,2021-01-13,Data 3,16.009974557960913
CT,2021-01-13,Data 4,17.731510388340244
CT,2021-01-13,Data 5,16.050109377678087
CT,2021-01-13,Data 6,16.693341534852575
CT,2021-01-13,Data 7,9.47823209132991
CT,2021-01-13,Data 8,14.835723894109552
CT,2021-01-13,Data 9,18.244312394025265
CT,2021-01-13,Data 10,17.064930521102294
CT,2021-01-13,Data 11,
CT,2021-01-13,Data 12,15.584661068762438
CT,2021-01-14,Data 1,13.887638856292456
CT,2021-01-14,Data 2,15.549268106858673
CT,2021-01-14,Data 3,8.517465319861856
CT,2021-01-14,Data 4,13.95122471733142
CT,2021-01-14,Data 5,20.26482260786327
CT,2021-01-14,Data 6,
CT,2021-01-14,Data 7,14.882546578132231
CT,2021-01-14,Data 8,10.128275697641122
CT,2021-01-14,Data 9,12.036982697904097
CT,2021-01-14,Data 10,15.92420694852654
CT,2021-01-14,Data 11,16.13960416998004
CT,2021-01-14,Data 12,16.22937280627648
CT,2021-01-15,Data 1,16.172033632290706
CT,2021-01-15,Data 2,11.524369002346301
CT,2021-01-15,Data 3,14.696429809928834
CT,2021-01-15,Data 4,17.176634412969154
CT,2021-01-15,Data 5,17.561983735470065
CT,2021-01-15,Data 6,16.75460096035881
CT,2021-01-15,Data 7,10.821270486111576
CT,2021-01-15,Data 8,14.69920419404205
CT,2021-01-15,Data 9,15.799199750866501
CT,2021-01-15,Data 10,15.614599041753218
CT,2021-01-15,Data 11,14.342009978155854
CT,2021-01-15,Data 12,15.879637919606061
CT,2021-01-16,Data 1,12.958196812071703
CT,2021-01-16,Data 2,14.234654766617563
CT,2021-01-16,Data 3,16.094194762340074
CT,2021-01-16,Data 4,15.595614695132213
CT,2021-01-16,Data 5,18.65083269797606
CT,2021-01-16,Data 6,19.627019272001277
CT,2021-01-16,Data 7,14.610957614308658
CT,2021-01-16,Data 8,13.042007683265519
CT,2021-01-16,Data 9,14.648332704976884
CT,2021-01-16,Data 10,14.73971389126463
CT,2021-01-16,Data 11,14.363558633533055
CT,2021-01-16,Data 12,21.18477455137092
CT,2021-01-17,Data 1,15.316221747000135
CT,2021-01-17,Data 2,15.583325387925871
CT,2021-01-17,Data 3,14.97550645430617
CT,2021-01-17,Data 4,14.205491257028337
CT,2021-01-17,Data 5,18.9502394668355
CT,2021-01-17,Data 6,17.705885236995723
CT,2021-01-17,Data 7,12.82586290855125
CT,2021-01-17,Data 8,11.87255089439205
CT,2021-01-17,Data 9,14.489933142217446
CT,2021-01-17,Data 10,13.98611364925774
CT,2021-01-17,Data 11,15.057923388763355
CT,2021-01-17,Data 12,17.464099874715274
CT,2021-01-18,Data 1,10.103831317005351
CT,2021-01-18,Data 2,11.185072451246889
CT,2021-01-18,Data 3,13.563111557495128
CT,2021-01-18,Data 4,15.573105696576306
CT,2021-01-18,Data 5,18.71531924640404
CT,2021-01-18,Data 6,17.680122940073147
CT,2021-01-18,Data 7,11.96297372801522
CT,2021-01-18,Data 8,12.422682722159724
CT,2021-01-18,Data 9,14.64543712067618
CT,2021-01-18,Data 10,13.345538112895355
CT,2021-01-18,Data 11,15.782479703086285
CT,2021-01-18,Data 12,17.803423444197882
CT,2021-01-19,Data 1,13.448184963620834
CT,2021-01-19,Data 2,14.02518480156359
CT,2021-01-19,Data 3,15.049020348517885
CT,2021-01-19,Data 4,16.9959965824909
CT,2021-01-19,Data 5,21.306364915023114
CT,2021-01-19,Data 6,16.4653048742239
CT,2021-01-19,Data 7,16.379605866435345
CT,2021-01-19,Data 8,11.383403429289697
CT,2021-01-19,Data 9,9.752208551380386
CT,2021-01-19,Data 10,13.948489956638477
CT,2021-01-19,Data 11,16.68351195155432
CT,2021-01-19,Data 12,20.752341678431772
CT,2021-01-20,Data 1,11.203170657303284
CT,2021-01-20,Data 2,14.983838343013012
CT,2021-01-20,Data 3,12.359533585958715
CT,2021-01-20,Data 4,19.662917531708707
CT,2021-01-20,Data 5,19.358880241442574
CT,2021-01-20,Data 6,17.06164869579059
CT,2021-01-20,Data 7,8.573730941818244
CT,2021-01-20,Data 8,15.707744748330827
CT,2021-01-20,Data 9,13.770920309494764
CT,2021-01-20,Data 10,17.47563262394692
CT,2021-01-20,Data 11,16.010487399436368
CT,2021-01-20,Data 12,17.093961187529484
CT,2021-01-21,Data 1,12.099869057041513
CT,2021-01-21,Data 2,15.245699864694998
CT,2021-01-21,Data 3,15.240591263423799
CT,2021-01-21,Data 4,17.0288776681175
CT,2021-01-21,Data 5,13.931771658528756
CT,2021-01-21,Data 6,20.55535364379702
CT,2021-01-21,Data 7,15.102303951045046
CT,2021-01-21,Data 8,13.231349268585717
CT,2021-01-21,Data 9,18.121495849763974
CT,2021-01-21,Data 10,18.510681684886407
CT,2021-01-21,Data 11,17.290751899170296
CT,2021-01-21,Data 12,19.737263115064696
CT,2021-01-22,Data 1,15.116848973699176
CT,2021-01-22,Data 2,10.482521027153771
CT,2021-01-22,Data 3,14.461186331110884
CT,2021-01-22,Data 4,17.435084511591924
CT,2021-01-22,Data 5,20.257231091142582
CT,2021-01-22,Data 6,15.239797083570217
CT,2021-01-22,Data 7,8.593235121289691
CT,2021-01-22,Data 8,12.888904602206763
CT,2021-01-22,Data 9,9.865115799920247
CT,2021-01-22,Data 10,14.821759920974424
CT,2021-01-22,Data 11,16.733196492193695
CT,2021-01-22,Data 12,15.120240427345289
CT,2021-01-23,Data 1,12.874641805453656
CT,2021-01-23,Data 2,15.910284641002477
CT,2021-01-23,Data 3,13.939484763255118
CT,2021-01-23,Data 4,14.414254335475311
CT,2021-01-23,Data 5,16.785939280090883
CT,2021-01-23,Data 6,15.929515355161252
CT,2021-01-23,Data 7,
CT,2021-01-23,Data 8,13.070527103943457
CT,2021-01-23,Data 9,12.600548984014829
CT,2021-01-23,Data 10,15.427959821468445
CT,2021-01-23,Data 11,15.77534390061834
CT,2021-01-23,Data 12,16.558060800933553
CT,2021-01-24,Data 1,11.938997704778945
CT,2021-01-24,Data 2,12.84836351871064
CT,2021-01-24,Data 3,11.969617875602896
CT,2021-01-24,Data 4,18.73374853488905
CT,2021-01-24,Data 5,18.153113926111534
CT,2021-01-24,Data 6,18.622500309087073
CT,2021-01-24,Data 7,11.744164817038467
CT,2021-01-24,Data 8,11.088919118799149
CT,2021-01-24,Data 9,
CT,2021-01-24,Data 10,12.155492580804651
CT,2021-01-24,Data 11,14.706854231514946
CT,2021-01-24,Data 12,14.836903992771209
CT,2021-01-25,Data 1,16.374283270145128
CT,2021-01-25,Data 2,15.763279513898901
CT,2021-01-25,Data 3,15.154736615295237
CT,2021-01-25,Data 4,14.277431597343472
CT,2021-01-25,Data 5,14.925507691347088
CT,2021-01-25,Data 6,17.619322643832785
CT,2021-01-25,Data 7,13.852355095063283
CT,2021-01-25,Data 8,16.81883328094026
CT,2021-01-25,Data 9,11.202864852361717
CT,2021-01-25,Data 10,16.12593847338114
CT,2021-01-25,Data 11,14.698714861756345
CT,2021-01-25,Data 12,16.02574923247061
CT,2021-01-26,Data 1,13.097043255889654
CT,2021-01-26,Data 2,12.338099767177924
CT,2021-01-26,Data 3,14.52210390626718
CT,2021-01-26,Data 4,14.184872675916804
CT,2021-01-26,Data 5,15.846457338863335
CT,2021-01-26,Data 6,19.51078245165151
CT,2021-01-26,Data 7,12.19866461085845
CT,2021-01-26,Data 8,14.502774246743577
CT,2021-01-26,Data 9,12.674752482108307
CT,2021-01-26,Data 10,16.14119733718632
CT,2021-01-26,Data 11,12.744915124233675
CT,2021-01-26,Data 12,17.096169893322763
CT,2021-01-27,Data 1,14.277184917554749
CT,2021-01-27,Data 2,10.67695987546208
CT,2021-01-27,Data 3,13.696327784395681
CT,2021-01-27,Data 4,16.094797342632827
CT,2021-01-27,Data 5,19.01258561842888
CT,2021-01-27,Data 6,16.846216260953703
CT,2021-01-27,Data 7,13.059608355830566
CT,2021-01-27,Data 8,15.8831372413158
CT,2021-01-27,Data 9,15.15414425436108
CT,2021-01-27,Data 10,14.593909227914015
CT,2021-01-27,Data 11,16.742291746742616
CT,2021-01-27,Data 12,15.79202962656836
CT,2021-01-28,Data 1,13.1731795749458
CT,2021-01-28,Data 2,13.68864552921584
CT,2021-01-28,Data 3,15.675205324150404
CT,2021-01-28,Data 4,15.176246067755065
CT,2021-01-28,Data 5,17.788904284756594
CT,2021-01-28,Data 6,17.158031038359475
CT,2021-01-28,Data 7,13.742249406863385
CT,2021-01-28,Data 8,12.347952935664317
CT,2021-01-28,Data 9,9.923750929644292
CT,2021-01-28,Data 10,12.983827378165191
CT,2021-01-28,Data 11,16.036836758379103
CT,2021-01-28,Data 12,20.352874624550566
CT,2021-01-29,Data 1,14.658811162366979
CT,2021-01-29,Data 2,9.57772938198423
CT,2021-01-29,Data 3,12.042827508440316
CT,2021-01-29,Data 4,18.287508086413858
CT,2021-01-29,Data 5,18.26556373221257
CT,2021-01-29,Data 6,22.54138571560879
CT,2021-01-29,Data 7,11.081278200919511
CT,2021-01-29,Data 8,11.300311261070416
CT,2021-01-29,Data 9,14.143132474438785
CT,2021-01-29,Data 10,14.044685106469768
CT,2021-01-29,Data 11,18.0750798885158
CT,2021-01-29,Data 12,15.979967202290506
CT,2021-01-30,Data 1,12.460250129413257
CT,2021-01-30,Data 2,12.042472568435386
CT,2021-01-30,Data 3,16.513977233290703
CT,2021-01-30,Data 4,14.155669351644748
CT,2021-01-30,Data 5,17.8268698064474
CT,2021-01-30,Data 6,21.753591625116133
CT,2021-01-30,Data 7,8.442559502191443
CT,2021-01-30,Data 8,15.992088622978367
CT,2021-01-30,Data 9,14.55993725263964
CT,2021-01-30,Data 10,12.749021905403247
CT,2021-01-30,Data 11,16.218789589209784
CT,2021-01-30,Data 12,18.451533247797386
CT,2021-01-31,Data 1,11.419051089109375
CT,2021-01-31,Data 2,14.942936714271992
CT,2021-01-31,Data 3,18.186373253278795
CT,2021-01-31,Data 4,14.97756864713763
CT,2021-01-31,Data 5,15.020790359482838
CT,2021-01-31,Data 6,17.748426159800704
CT,2021-01-31,Data 7,12.11144982457739
CT,2021-01-31,Data 8,15.188383036941897
CT,2021-01-31,Data 9,13.683984202842021
CT,2021-01-31,Data 10,
CT,2021-01-31,Data 11,13.975791249479665
CT,2021-01-31,Data 12,13.69028665626846
CT,2021-02-01,Data 1,10.420078200517892
CT,2021-02-01,Data 2,11.409842455872768
CT,2021-02-01,Data 3,14.48081729727279
CT,2021-02-01,Data 4,12.993714093763788
CT,2021-02-01,Data 5,11.606226714116858
CT,2021-02-01,Data 6,17.891410266964375
CT,2021-02-01,Data 7,
CT,2021-02-01,Data 8,15.253130059095515
CT,2021-02-01,Data 9,13.462222618890339
CT,2021-02-01,Data 10,12.78694818251666
CT,2021-02-01,Data 11,21.146719606499722
CT,2021-02-01,Data 12,17.118436868028976
CT,2021-02-02,Data 1,13.396169521535711
CT,2021-02-02,Data 2,13.711279176152114
CT,2021-02-02,Data 3,14.934493459568003
CT,2021-02-02,Data 4,14.91315045773247
CT,2021-02-02,Data 5,16.49004556515829
CT,2021-02-02,Data 6,21.007985977165376
CT,2021-02-02,Data 7,14.492170384995259
CT,2021-02-02,Data 8,8.853219535183701
CT,2021-02-02,Data 9,11.184976610564357
CT,2021-02-02,Data 10,13.44436662481825
CT,2021-02-02,Data 11,
CT,2021-02-02,Data 12,19.54311018998832
CT,2021-02-03,Data 1,
CT,2021-02-03,Data 2,11.741896457565542
CT,2021-02-03,Data 3,13.950959467440452
CT,2021-02-03,Data 4,16.978749122455834
CT,2021-02-03,Data 5,16.51934920368373
CT,2021-02-03,Data 6,17.250358384900807
CT,2021-02-03,Data 7,11.27806766836184
CT,2021-02-03,Data 8,15.318659606728495
CT,2021-02-03,Data 9,
CT,2021-02-03,Data 10,14.380907121372019
CT,2021-02-03,Data 11,16.652266044484236
CT,2021-02-03,Data 12,14.497772847229394
CT,2021-02-04,Data 1,11.95455395896192
CT,2021-02-04,Data 2,16.098018451673777
CT,2021-02-04,Data 3,11.886741652952193
CT,2021-02-04,Data 4,17.212019902691278
CT,2021-02-04,Data 5,12.836141184232556
CT,2021-02-04,Data 6,21.392912736580076
CT,2021-02-04,Data 7,10.910161826382101
CT,2021-02-04,Data 8,13.79827222870414
CT,2021-02-04,Data 9,14.228455297324079
CT,2021-02-04,Data 10,
CT,2021-02-04,Data 11,16.615603537784118
CT,2021-02-04,Data 12,13.57966321468675
CT,2021-02-05,Data 1,13.341730876255884
CT,2021-02-05,Data 2,13.632033327294641
CT,2021-02-05,Data 3,
CT,2021-02-05,Data 4,14.443390549195374
CT,2021-02-05,Data 5,17.391690510195364
CT,2021-02-05,Data 6,16.043254444769936
CT,2021-02-05,Data 7,14.058311274651288
CT,2021-02-05,Data 8,
CT,2021-02-05,Data 9,14.51205946862775
CT,2021-02-05,Data 10,16.965381967891027
CT,2021-02-05,Data 11,12.31825153733671
CT,2021-02-05,Data 12,
CT,2021-02-06,Data 1,14.035318040938247
CT,2021-02-06,Data 2,12.548512373693068
CT,2021-02-06,Data 3,13.776964394016103
CT,2021-02-06,Data 4,13.186677806303555
CT,2021-02-06,Data 5,15.048253494045335
CT,2021-02-06,Data 6,20.10728359321568
CT,2021-02-06,Data 7,12.986635801761778
CT,2021-02-06,Data 8,13.369672247389747
CT,2021-02-06,Data 9,12.848724347524453
CT,2021-02-06,Data 10,15.244019629290722
CT,2021-02-06,Data 11,18.298546652571353
CT,2021-02-06,Data 12,15.593647149748225
CT,2021-02-07,Data 1,12.930023019006077
CT,2021-02-07,Data 2,17.54160127127102
CT,2021-02-07,Data 3,16.41550387091095
CT,2021-02-07,Data 4,14.875066448211465
CT,2021-02-07,Data 5,18.24361992443439
CT,2021-02-07,Data 6,14.859550560219088
CT,2021-02-07,Data 7,11.851133141799908
CT,2021-02-07,Data 8,14.241344195101355
CT,2021-02-07,Data 9,14.760395702011927
CT,2021-02-07,Data 10,16.221171490567645
CT,2021-02-07,Data 11,17.66784430909781
CT,2021-02-07,Data 12,17.918360158456874
CT,2021-02-08,Data 1,13.859236438265171
CT,2021-02-08,Data 2,14.415375374326223
CT,2021-02-08,Data 3,12.837886919183475
CT,2021-02-08,Data 4,18.106305706665808
CT,2021-02-08,Data 5,16.92088969228669
CT,2021-02-08,Data 6,19.36300139474525
CT,2021-02-08,Data 7,
CT,2021-02-08,Data 8,11.967910543565253
CT,2021-02-08,Data 9,13.131007545135368
CT,2021-02-08,Data 10,14.381655753062722
CT,2021-02-08,Data 11,18.511512251147042
CT,2021-02-08,Data 12,15.210785395560992
CT,2021-02-09,Data 1,15.893955768707466
CT,2021-02-09,Data 2,14.39310955302315
CT,2021-02-09,Data 3,15.534100531738517
CT,2021-02-09,Data 4,
CT,2021-02-09,Data 5,17.16456797855085
CT,2021-02-09,Data 6,20.130960750130704
CT,2021-02-09,Data 7,10.965423099799256
CT,2021-02-09,Data 8,15.81869488037116
CT,2021-02-09,Data 9,13.108994957198457
CT,2021-02-09,Data 10,17.906768954235403
CT,2021-02-09,Data 11,15.159626365808284
CT,2021-02-09,Data 12,16.436430782278986
CT,2021-02-10,Data 1,
CT,2021-02-10,Data 2,
CT,2021-02-10,Data 3,14.930630225226437
CT,2021-02-10,Data 4,16.46842946507304
CT,2021-02-10,Data 5,18.968644796953168
CT,2021-02-10,Data 6,17.57202231154898
CT,2021-02-10,Data 7,9.754555956875404
CT,2021-02-10,Data 8,13.764819492368101
CT,2021-02-10,Data 9,14.332904416426112
CT,2021-02-10,Data 10,15.984902528016297
CT,2021-02-10,Data 11,14.724520031497368
CT,2021-02-10,Data 12,15.938006089996364
CT,2021-02-11,Data 1,11.725225745386965
CT,2021-02-11,Data 2,16.378033062215103
CT,2021-02-11,Data 3,17.84100849597971
CT,2021-02-11,Data 4,14.858507412501048
CT,2021-02-11,Data 5,15.895553911438057
CT,2021-02-11,Data 6,19.26586363551102
CT,2021-02-11,Data 7,15.095010402660122
CT,2021-02-11,Data 8,16.591755346191043
CT,2021-02-11,Data 9,12.774422619031228
CT,2021-02-11,Data 10,14.224596880128033
CT,2021-02-11,Data 11,16.57173078144981
CT,2021-02-11,Data 12,17.66891357997405
CT,2021-02-12,Data 1,12.6461055450119
CT,2021-02-12,Data 2,12.403405510923093
CT,2021-02-12,Data 3,14.933746054252406
CT,2021-02-12,Data 4,19.589115727035576
CT,2021-02-12,Data 5,15.964777401927657
CT,2021-02-12,Data 6,18.447575903277798
CT,2021-02-12,Data 7,17.053864851747242
CT,2021-02-12,Data 8,11.938262454159359
CT,2021-02-12,Data 9,15.363782979252623
CT,2021-02-12,Data 10,18.693414651472068
CT,2021-02-12,Data 11,17.181309661384617
CT,2021-02-12,Data 12,19.217407161165816
CT,2021-02-13,Data 1,14.640964362394728
CT,2021-02-13,Data 2,15.014548062214596
CT,2021-02-13,Data 3,17.764317982075056
CT,2021-02-13,Data 4,17.297419775179286
CT,2021-02-13,Data 5,16.665763839366292
CT,2021-02-13,Data 6,18.293427372866645
CT,2021-02-13,Data 7,12.737346617745802
CT,2021-02-13,Data 8,12.213322375345278
CT,2021-02-13,Data 9,14.382198136039806
CT,2021-02-13,Data 10,15.092873096312298
CT,2021-02-13,Data 11,17.29096836228215
CT,2021-02-13,Data 12,21.32650944661092
CT,2021-02-14,Data 1,13.498767367421511
CT,2021-02-14,Data 2,17.15490655952695
CT,2021-02-14,Data 3,16.21579301943308
CT,2021-02-14,Data 4,16.373218246312717
CT,2021-02-14,Data 5,16.107132770898943
CT,2021-02-14,Data 6,18.388179985796615
CT,2021-02-14,Data 7,12.265939348293752
CT,2021-02-14,Data 8,11.599758370121654
CT,2021-02-14,Data 9,12.882156305456823
CT,2021-02-14,Data 10,
CT,2021-02-14,Data 11,19.131048058468682
CT,2021-02-14,Data 12,16.868499477854023
CT,2021-02-15,Data 1,10.103972199167512
CT,2021-02-15,Data 2,9.602388086759836
CT,2021-02-15,Data 3,12.957534365738574
CT,2021-02-15,Data 4,17.416712894598707
CT,2021-02-15,Data 5,14.43939120265821
CT,2021-02-15,Data 6,19.74491465656029
CT,2021-02-15,Data 7,13.300402355917322
CT,2021-02-15,Data 8,12.801648272441234
CT,2021-02-15,Data 9,10.948949658150521
CT,2021-02-15,Data 10,13.616183860237511
CT,2021-02-15,Data 11,15.51752788428734
CT,2021-02-15,Data 12,
CT,2021-02-16,Data 1,10.496921151619112
CT,2021-02-16,Data 2,16.887529208146518
CT,2021-02-16,Data 3,15.685450692755408
CT,2021-02-16,Data 4,16.913506438307568
CT,2021-02-16,Data 5,18.285445519735088
CT,2021-02-16,Data 6,
CT,2021-02-16,Data 7,12.39304233940294
CT,2021-02-16,Data 8,14.418007515177024
CT,2021-02-16,Data 9,12.64721539588146
CT,2021-02-16,Data 10,18.60188086582163
CT,2021-02-16,Data 11,16.256208829821578
CT,2021-02-16,Data 12,15.637896685050238
CT,2021-02-17,Data 1,
CT,2021-02-17,Data 2,10.220918538108938
CT,2021-02-17,Data 3,14.095387361501846
CT,2021-02-17,Data 4,11.152241346742088
CT,2021-02-17,Data 5,18.571600317301666
CT,2021-02-17,Data 6,
CT,2021-02-17,Data 7,10.066047713741574
CT,2021-02-17,Data 8,12.904577287716041
CT,2021-02-17,Data 9,13.992794921818863
CT,2021-02-17,Data 10,12.683270621614916
CT,2021-02-17,Data 11,15.558071652340672
CT,2021-02-17,Data 12,17.05377167798906
CT,2021-02-18,Data 1,
CT,2021-02-18,Data 2,12.636031504004404
CT,2021-02-18,Data 3,12.996759980210168
CT,2021-02-18,Data 4,15.43779941422809
CT,2021-02-18,Data 5,15.857642020434406
CT,2021-02-18,Data 6,19.145165562712318
CT,2021-02-18,Data 7,
CT,2021-02-18,Data 8,14.849267365825538
CT,2021-02-18,Data 9,14.119260739840348
CT,2021-02-18,Data 10,13.706126444588852
CT,2021-02-18,Data 11,17.790386440055464
CT,2021-02-18,Data 12,18.27034360336394
CT,2021-02-19,Data 1,15.634788131268651
CT,2021-02-19,Data 2,14.3951992093848
CT,2021-02-19,Data 3,18.4719276063305
CT,2021-02-19,Data 4,16.395821566925296
CT,2021-02-19,Data 5,15.697163992771102
CT,2021-02-19,Data 6,17.032228331891357
CT,2021-02-19,Data 7,13.045670976071
CT,2021-02-19,Data 8,11.852599992122842
CT,2021-02-19,Data 9,17.455086340201422
CT,2021-02-19,Data 10,15.872647339348065
CT,2021-02-19,Data 11,16.0760069563364
CT,2021-02-19,Data 12,17.24006265343652
CT,2021-02-20,Data 1,12.48524692515331
CT,2021-02-20,Data 2,10.662831852244821
CT,2021-02-20,Data 3,14.033627075401252
CT,2021-02-20,Data 4,19.147973526580067
CT,2021-02-20,Data 5,17.448903637119944
CT,2021-02-20,Data 6,20.094196605224308
CT,2021-02-20,Data 7,14.157361666862592
CT,2021-02-20,Data 8,12.922983060998586
CT,2021-02-20,Data 9,15.30464575682684
CT,2021-02-20,Data 10,11.8472156860315
CT,2021-02-20,Data 11,18.953080699451792
CT,2021-02-20,Data 12,19.760182708294902
CT,2021-02-21,Data 1,13.988060372565478
CT,2021-02-21,Data 2,14.521347531647814
CT,2021-02-21,Data 3,14.94889185801711
CT,2021-02-21,Data 4,18.34545803851873
CT,2021-02-21,Data 5,18.54339742129669
