order_id,order_date,region,country,product_category,product_subcategory,product_id,product_name,quantity,unit_price,revenue,currency,customer_id,channel,interest_rate,loan_amount,success_rate,transaction_fee,fraud_flag
ORD100027,2025-08-18,South,India,Lending,SME Loan,LEN-217,Lending SME Loan Plan 4,4,448.44,1793.76,INR,C30056,Web,12.42,853328.0,,12.8,0
ORD100028,2025-05-28,Central,India,Payments,Gateway,PAY-185,Payments Gateway Plan 1,2,7431.39,14862.78,INR,C71389,Mobile,,,0.92,23.88,0
ORD100029,2024-06-09,West,India,Payments,UPI,PAY-353,Payments UPI Plan 2,1,1918.24,1918.24,INR,C36646,Mobile,,,0.98,39.35,0
ORD100030,2024-11-07,West,India,Trading,Derivatives,TRA-891,Trading Derivatives Plan 4,2,3871.2,7742.4,INR,C40977,Mobile,,,0.97,43.54,0
ORD100031,2024-07-31,West,India,Wealth,Robo-Advisor,WEA-712,Wealth Robo-Advisor Plan 4,2,5839.65,11679.3,INR,C48304,Web,,,,25.62,0
ORD100032,2025-06-09,Central,India,Payments,Wallet,PAY-704,Payments Wallet Plan 2,2,2302.97,4605.94,INR,C25305,Mobile,,,0.93,32.82,0
ORD100033,2025-01-26,West,India,Insurance,Health,INS-828,Insurance Health Plan 1,1,6990.33,6990.33,INR,C99084,Mobile,,,,47.15,0
ORD100034,2024-01-07,East,India,Payments,Wallet,PAY-136,Payments Wallet Plan 4,2,9906.95,19813.9,INR,C46208,Web,,,0.93,39.94,0
ORD100035,2024-02-08,North,India,Insurance,Life,INS-118,Insurance Life Plan 1,2,3901.74,7803.48,INR,C89459,Mobile,,,,22.53,0
ORD100036,2024-10-25,West,India,Trading,Equities,TRA-990,Trading Equities Plan 1,3,9510.61,28531.83,INR,C70566,Web,,,0.93,25.18,0
ORD100037,2024-02-08,South,India,Payments,Wallet,PAY-850,Payments Wallet Plan 4,2,9747.63,19495.26,INR,C58136,Web,,,0.95,38.17,0
ORD100038,2025-04-21,Central,India,Wealth,Mutual Funds,WEA-521,Wealth Mutual Funds Plan 3,2,2381.25,4762.5,INR,C38295,Mobile,,,,11.6,0
ORD100039,2024-08-10,North,India,Lending,Personal Loan,LEN-813,Lending Personal Loan Plan 2,1,6000.51,6000.51,INR,C25485,Mobile,11.78,253196.0,,36.87,0
ORD100040,2025-02-23,South,India,Payments,Gateway,PAY-508,Payments Gateway Plan 4,4,7461.54,29846.16,INR,C92848,Mobile,,,0.94,15.69,0
ORD100041,2025-01-17,Central,India,Trading,Equities,TRA-332,Trading Equities Plan 1,4,622.97,2491.88,INR,C48413,Mobile,,,1.0,29.92,0
ORD100042,2024-11-09,East,India,Trading,Derivatives,TRA-507,Trading Derivatives Plan 4,1,9031.35,9031.35,INR,C39703,Mobile,,,1.0,17.64,0
ORD100043,2025-01-14,West,India,Wealth,ETF,WEA-601,Wealth ETF Plan 3,1,5919.83,5919.83,INR,C48088,Mobile,,,,48.85,0
ORD100044,2024-05-18,Central,India,Insurance,Health,INS-341,Insurance Health Plan 3,4,9127.09,36508.36,INR,C47892,Mobile,,,,23.82,0
ORD100045,2025-09-22,South,India,Lending,Personal Loan,LEN-788,Lending Personal Loan Plan 1,1,9875.31,9875.31,INR,C30384,Mobile,11.93,185230.0,,31.74,0
ORD100046,2025-02-08,Central,India,Lending,Personal Loan,LEN-556,Lending Personal Loan Plan 2,6,752.48,4514.88,INR,C44816,Partner,11.78,213273.0,,47.51,0
ORD100047,2024-11-28,North,India,Wealth,ETF,WEA-773,Wealth ETF Plan 2,2,6782.67,13565.34,INR,C53125,Web,,,,10.11,0
ORD100048,2024-03-13,West,India,Lending,Personal Loan,LEN-677,Lending Personal Loan Plan 3,2,5697.19,11394.38,INR,C63682,Partner,12.21,987262.0,,11.03,0
ORD100049,2024-07-17,South,India,Wealth,ETF,WEA-265,Wealth ETF Plan 1,2,5981.19,11962.38,INR,C52318,Mobile,,,,45.69,0
ORD100050,2024-04-09,North,India,Wealth,Robo-Advisor,WEA-607,Wealth Robo-Advisor Plan 4,1,9505.3,9505.3,INR,C83477,Mobile,,,,46.7,0
ORD100051,2024-03-05,East,India,Lending,Mortgage,LEN-619,Lending Mortgage Plan 4,1,2553.43,2553.43,INR,C51240,Web,13.85,548870.0,,10.8,0
ORD100052,2024-01-30,South,India,Lending,Personal Loan,LEN-504,Lending Personal Loan Plan 2,1,6098.97,6098.97,INR,C26907,Mobile,10.79,530721.0,,41.98,0
ORD100053,2025-09-15,South,India,Lending,SME Loan,LEN-206,Lending SME Loan Plan 3,1,6965.87,6965.87,INR,C62796,Mobile,14.88,972744.0,,40.97,0
ORD100054,2024-04-08,East,India,Trading,Equities,TRA-177,Trading Equities Plan 4,1,2008.31,2008.31,INR,C26748,Mobile,,,0.95,21.67,0
ORD100055,2025-08-13,East,India,Payments,Card,PAY-114,Payments Card Plan 4,2,8973.03,17946.06,INR,C83688,Web,,,0.94,9.82,0
ORD100056,2024-05-25,North,India,Payments,Card,PAY-124,Payments Card Plan 4,1,8438.96,8438.96,INR,C17561,Web,,,0.92,29.09,0
ORD100057,2025-08-10,West,India,Lending,Mortgage,LEN-419,Lending Mortgage Plan 2,3,5463.64,16390.920000000002,INR,C85703,Mobile,11.37,412920.0,,10.74,0
ORD100058,2024-12-31,North,India,Lending,Personal Loan,LEN-929,Lending Personal Loan Plan 2,1,273.84,273.84,INR,C23918,Mobile,9.61,122303.0,,21.44,0
ORD100059,2025-07-05,East,India,Insurance,Life,INS-217,Insurance Life Plan 1,4,378.78,1515.12,INR,C94471,Web,,,,46.28,1
ORD100060,2025-08-28,East,India,Insurance,Auto,INS-217,Insurance Auto Plan 4,1,5801.8,5801.8,INR,C68067,Mobile,,,,39.63,0
ORD100061,2024-06-11,North,India,Payments,Card,PAY-358,Payments Card Plan 1,1,6184.08,6184.08,INR,C69383,Mobile,,,0.92,31.16,0
ORD100062,2024-11-20,South,India,Payments,Gateway,PAY-649,Payments Gateway Plan 3,2,3359.07,6718.14,INR,C46258,Mobile,,,0.98,35.67,0
ORD100063,2024-04-01,West,India,Trading,Derivatives,TRA-646,Trading Derivatives Plan 1,1,9657.26,9657.26,INR,C15415,Web,,,0.99,37.89,0
ORD100064,2024-08-10,East,India,Payments,Wallet,PAY-478,Payments Wallet Plan 2,1,7993.62,7993.62,INR,C30611,Mobile,,,0.92,12.36,0
ORD100065,2025-01-09,East,India,Wealth,ETF,WEA-602,Wealth ETF Plan 2,2,6316.2,12632.4,INR,C28381,Mobile,,,,30.99,0
ORD100066,2024-02-07,East,India,Payments,Card,PAY-722,Payments Card Plan 1,1,4428.98,4428.98,INR,C15408,Mobile,,,0.97,37.87,0
ORD100067,2024-05-30,North,India,Trading,Equities,TRA-621,Trading Equities Plan 1,1,3254.88,3254.88,INR,C53872,Mobile,,,0.9,38.48,0
ORD100068,2025-08-24,West,India,Lending,Mortgage,LEN-229,Lending Mortgage Plan 3,2,4678.6,9357.2,INR,C26478,Mobile,10.29,176108.0,,29.29,0
ORD100069,2025-07-04,East,India,Wealth,ETF,WEA-445,Wealth ETF Plan 2,3,6070.49,18211.47,INR,C12443,Partner,,,,15.23,0
ORD100070,2024-05-26,North,India,Payments,UPI,PAY-226,Payments UPI Plan 2,3,2708.95,8126.849999999999,INR,C37632,Mobile,,,0.98,46.34,0
ORD100071,2024-11-18,East,India,Wealth,ETF,WEA-281,Wealth ETF Plan 3,4,7417.15,29668.6,INR,C29256,Mobile,,,,49.32,0
ORD100072,2025-08-31,Central,India,Lending,Mortgage,LEN-636,Lending Mortgage Plan 2,2,3917.2,7834.4,INR,C83509,Mobile,11.33,934377.0,,40.45,0
ORD100073,2025-03-16,East,India,Lending,SME Loan,LEN-809,Lending SME Loan Plan 1,1,4631.74,4631.74,INR,C97895,Mobile,9.76,821253.0,,25.36,0
ORD100074,2024-10-05,South,India,Insurance,Life,INS-729,Insurance Life Plan 2,2,328.33,656.66,INR,C31566,Partner,,,,48.25,0
ORD100075,2025-03-28,Central,India,Lending,Personal Loan,LEN-385,Lending Personal Loan Plan 4,2,4093.72,8187.44,INR,C99106,Mobile,9.91,970221.0,,20.72,0
ORD100076,2025-04-13,South,India,Insurance,Life,INS-996,Insurance Life Plan 4,2,5339.02,10678.04,INR,C22342,Partner,,,,30.18,0
ORD100077,2025-03-27,East,India,Lending,SME Loan,LEN-412,Lending SME Loan Plan 3,2,6511.2,13022.4,INR,C65106,Mobile,16.67,702465.0,,12.03,0
ORD100078,2025-02-11,North,India,Wealth,Mutual Funds,WEA-517,Wealth Mutual Funds Plan 3,1,8039.18,8039.18,INR,C44911,Partner,,,,34.37,0
ORD100079,2024-10-11,East,India,Wealth,ETF,WEA-106,Wealth ETF Plan 2,2,9633.96,19267.92,INR,C26032,Mobile,,,,23.29,0
ORD100080,2025-06-14,East,India,Payments,Wallet,PAY-570,Payments Wallet Plan 3,3,5913.81,17741.43,INR,C24596,Mobile,,,0.93,20.38,0
ORD100081,2024-03-12,South,India,Insurance,Health,INS-692,Insurance Health Plan 2,1,8638.47,8638.47,INR,C58285,Mobile,,,,48.85,0
ORD100082,2025-02-17,South,India,Trading,Equities,TRA-857,Trading Equities Plan 2,1,420.2,420.2,INR,C61693,Partner,,,0.96,29.37,0
ORD100083,2025-05-29,South,India,Lending,Personal Loan,LEN-133,Lending Personal Loan Plan 1,1,2868.61,2868.61,INR,C32180,Web,16.15,373412.0,,46.14,0
ORD100084,2025-01-19,Central,India,Insurance,Life,INS-267,Insurance Life Plan 2,1,307.76,307.76,INR,C56828,Web,,,,45.5,0
ORD100085,2024-09-07,North,India,Payments,Wallet,PAY-918,Payments Wallet Plan 1,2,4303.95,8607.9,INR,C21555,Web,,,0.92,7.11,0
ORD100086,2024-07-24,East,India,Payments,Card,PAY-857,Payments Card Plan 2,2,3685.59,7371.18,INR,C99399,Mobile,,,0.95,30.49,0
ORD100087,2024-07-26,East,India,Payments,Gateway,PAY-253,Payments Gateway Plan 2,1,6031.76,6031.76,INR,C11524,Mobile,,,0.96,27.34,0
ORD100088,2025-07-22,North,India,Lending,Personal Loan,LEN-577,Lending Personal Loan Plan 2,2,7108.27,14216.54,INR,C98929,Mobile,15.99,602433.0,,8.42,0
ORD100089,2025-04-13,East,India,Lending,Mortgage,LEN-760,Lending Mortgage Plan 1,3,9628.57,28885.71,INR,C11750,Web,16.73,749983.0,,8.9,0
ORD100090,2024-09-25,South,India,Wealth,Mutual Funds,WEA-146,Wealth Mutual Funds Plan 4,1,4996.36,4996.36,INR,C47641,Mobile,,,,49.45,0
ORD100091,2024-12-24,Central,India,Trading,Derivatives,TRA-939,Trading Derivatives Plan 2,1,4837.46,4837.46,INR,C51786,Partner,,,0.97,10.42,0
ORD100092,2025-05-16,West,India,Lending,SME Loan,LEN-719,Lending SME Loan Plan 4,1,8476.58,8476.58,INR,C67132,Mobile,14.5,661600.0,,42.3,0
ORD100093,2024-07-05,West,India,Wealth,ETF,WEA-592,Wealth ETF Plan 2,3,5809.79,17429.37,INR,C84859,Mobile,,,,38.2,0
ORD100094,2025-04-03,South,India,Payments,UPI,PAY-576,Payments UPI Plan 2,4,408.44,1633.76,INR,C83972,Mobile,,,0.94,49.91,0
ORD100095,2024-01-22,North,India,Wealth,Robo-Advisor,WEA-102,Wealth Robo-Advisor Plan 1,2,7729.08,15458.16,INR,C43933,Mobile,,,,38.19,0
ORD100096,2024-01-30,Central,India,Trading,Derivatives,TRA-443,Trading Derivatives Plan 4,1,612.51,612.51,INR,C53001,Web,,,0.94,49.45,0
ORD100097,2025-02-14,East,India,Payments,Gateway,PAY-342,Payments Gateway Plan 1,3,9056.49,27169.47,INR,C44157,Mobile,,,0.98,23.07,0
ORD100098,2025-02-10,North,India,Payments,UPI,PAY-198,Payments UPI Plan 4,2,2027.09,4054.18,INR,C28297,Mobile,,,1.0,7.6,0
ORD100099,2024-07-02,South,India,Payments,Card,PAY-456,Payments Card Plan 2,4,5013.63,20054.52,INR,C27674,Web,,,0.9,38.65,0
ORD100100,2024-04-13,Central,India,Payments,Gateway,PAY-427,Payments Gateway Plan 3,5,8909.73,44548.649999999994,INR,C13972,Mobile,,,0.94,8.91,0
ORD100101,2025-04-03,West,India,Lending,Personal Loan,LEN-667,Lending Personal Loan Plan 4,3,1272.79,3818.37,INR,C40561,Mobile,13.92,951437.0,,44.73,0
ORD100102,2024-12-01,East,India,Trading,Equities,TRA-656,Trading Equities Plan 1,1,8707.98,8707.98,INR,C36292,Web,,,0.92,12.08,0
ORD100103,2024-03-21,West,India,Wealth,ETF,WEA-462,Wealth ETF Plan 1,3,1754.33,5262.99,INR,C46509,Partner,,,,42.16,0
ORD100104,2024-12-14,Central,India,Payments,UPI,PAY-116,Payments UPI Plan 4,1,5173.18,5173.18,INR,C41966,Mobile,,,0.96,17.92,0
ORD100105,2025-07-03,East,India,Payments,Wallet,PAY-511,Payments Wallet Plan 4,1,1458.8,1458.8,INR,C36660,Mobile,,,0.94,5.83,0
ORD100106,2025-04-14,West,India,Trading,Derivatives,TRA-309,Trading Derivatives Plan 2,2,3149.44,6298.88,INR,C33821,Partner,,,0.93,31.2,0
ORD100107,2025-07-16,East,India,Trading,Crypto,TRA-558,Trading Crypto Plan 2,2,6025.08,12050.16,INR,C54569,Mobile,,,0.94,41.97,0
ORD100108,2025-04-05,East,India,Lending,Personal Loan,LEN-786,Lending Personal Loan Plan 2,1,4623.59,4623.59,INR,C62307,Web,10.98,388076.0,,40.77,0
ORD100109,2025-07-09,West,India,Payments,Wallet,PAY-261,Payments Wallet Plan 1,6,506.76,3040.56,INR,C58290,Mobile,,,0.93,19.04,0
ORD100110,2024-09-01,West,India,Wealth,ETF,WEA-690,Wealth ETF Plan 3,2,4837.46,9674.92,INR,C95553,Web,,,,44.09,0
ORD100111,2024-01-09,West,India,Wealth,Mutual Funds,WEA-554,Wealth Mutual Funds Plan 1,1,9681.61,9681.61,INR,C38541,Web,,,,25.79,1
ORD100112,2024-01-12,North,India,Lending,SME Loan,LEN-171,Lending SME Loan Plan 1,2,1776.09,3552.18,INR,C36589,Mobile,11.1,656791.0,,31.56,0
ORD100113,2025-05-14,East,India,Lending,Mortgage,LEN-145,Lending Mortgage Plan 4,3,7010.82,21032.46,INR,C84319,Mobile,9.46,882599.0,,26.62,0
ORD100114,2024-06-06,South,India,Payments,Wallet,PAY-688,Payments Wallet Plan 4,2,7802.89,15605.78,INR,C66985,Mobile,,,0.99,29.04,0
ORD100115,2025-03-05,South,India,Payments,Card,PAY-734,Payments Card Plan 2,2,6956.76,13913.52,INR,C93976,Partner,,,0.91,12.54,0
ORD100116,2025-03-21,North,India,Payments,Gateway,PAY-489,Payments Gateway Plan 2,4,7148.79,28595.16,INR,C91941,Mobile,,,0.91,41.67,0
ORD100117,2024-01-08,West,India,Wealth,Mutual Funds,WEA-636,Wealth Mutual Funds Plan 1,1,7369.58,7369.58,INR,C93186,Mobile,,,,7.72,0
ORD100118,2025-04-16,Central,India,Trading,Equities,TRA-451,Trading Equities Plan 4,2,7939.05,15878.1,INR,C12920,Mobile,,,0.97,29.99,0
ORD100119,2024-03-21,East,India,Payments,Card,PAY-123,Payments Card Plan 4,2,2361.5,4723.0,INR,C57908,Mobile,,,0.92,42.82,0
ORD100120,2024-03-28,North,India,Lending,SME Loan,LEN-394,Lending SME Loan Plan 2,2,5237.16,10474.32,INR,C39426,Mobile,13.98,617873.0,,22.8,0
ORD100121,2024-03-11,Central,India,Trading,Crypto,TRA-397,Trading Crypto Plan 4,2,4764.97,9529.94,INR,C76061,Partner,,,0.94,39.92,0
ORD100122,2025-02-25,Central,India,Payments,Wallet,PAY-183,Payments Wallet Plan 2,1,4484.22,4484.22,INR,C79350,Mobile,,,0.96,23.23,0
ORD100123,2024-08-16,West,India,Lending,Personal Loan,LEN-386,Lending Personal Loan Plan 3,2,2729.71,5459.42,INR,C62233,Mobile,11.97,111367.0,,39.81,0
ORD100124,2024-12-26,Central,India,Payments,UPI,PAY-675,Payments UPI Plan 2,2,3502.63,7005.26,INR,C81635,Mobile,,,0.96,16.19,0
ORD100125,2024-03-05,Central,India,Wealth,Robo-Advisor,WEA-350,Wealth Robo-Advisor Plan 1,3,5428.42,16285.26,INR,C44707,Mobile,,,,43.89,0
ORD100126,2025-09-07,Central,India,Payments,Card,PAY-936,Payments Card Plan 1,1,9378.74,9378.74,INR,C19200,Mobile,,,0.95,10.49,0
ORD100127,2025-06-27,South,India,Wealth,Mutual Funds,WEA-284,Wealth Mutual Funds Plan 3,1,9658.16,9658.16,INR,C66503,Mobile,,,,47.83,0
ORD100128,2024-03-30,West,India,Lending,SME Loan,LEN-440,Lending SME Loan Plan 1,1,1432.27,1432.27,INR,C33196,Mobile,10.02,576257.0,,11.46,0
ORD100129,2024-02-21,South,India,Trading,Derivatives,TRA-402,Trading Derivatives Plan 4,2,6684.0,13368.0,INR,C60138,Partner,,,0.92,5.79,0
ORD100130,2025-06-23,North,India,Wealth,Mutual Funds,WEA-319,Wealth Mutual Funds Plan 2,2,2313.62,4627.24,INR,C27087,Mobile,,,,34.31,0
ORD100131,2024-02-16,North,India,Trading,Equities,TRA-713,Trading Equities Plan 3,3,8733.38,26200.14,INR,C74965,Partner,,,0.94,44.53,0
ORD100132,2025-09-22,East,India,Trading,Crypto,TRA-810,Trading Crypto Plan 3,2,8715.23,17430.46,INR,C19108,Mobile,,,0.93,34.21,0
ORD100133,2025-09-23,North,India,Lending,Personal Loan,LEN-184,Lending Personal Loan Plan 2,2,5547.73,11095.46,INR,C16471,Mobile,15.59,503449.0,,31.42,0
ORD100134,2025-04-22,Central,India,Lending,Personal Loan,LEN-442,Lending Personal Loan Plan 2,2,3544.23,7088.46,INR,C91709,Web,12.77,716923.0,,31.11,0
ORD100135,2024-11-30,Central,India,Trading,Equities,TRA-814,Trading Equities Plan 3,1,2118.62,2118.62,INR,C55379,Partner,,,0.99,34.14,0
ORD100136,2025-07-03,Central,India,Lending,SME Loan,LEN-519,Lending SME Loan Plan 2,2,6250.05,12500.1,INR,C22289,Mobile,13.39,194539.0,,46.83,0
ORD100137,2024-03-15,East,India,Lending,Personal Loan,LEN-135,Lending Personal Loan Plan 4,3,1407.58,4222.74,INR,C22149,Web,13.67,884800.0,,18.29,0
ORD100138,2025-06-22,South,India,Wealth,Mutual Funds,WEA-319,Wealth Mutual Funds Plan 1,1,1300.58,1300.58,INR,C62249,Mobile,,,,33.71,0
ORD100139,2024-02-06,North,India,Wealth,ETF,WEA-149,Wealth ETF Plan 4,2,8430.64,16861.28,INR,C65826,Web,,,,15.66,0
ORD100140,2025-09-18,South,India,Wealth,Mutual Funds,WEA-660,Wealth Mutual Funds Plan 3,1,7713.23,7713.23,INR,C27633,Mobile,,,,24.08,0
ORD100141,2025-07-23,Central,India,Lending,SME Loan,LEN-869,Lending SME Loan Plan 4,2,6491.32,12982.64,INR,C14358,Web,14.32,208285.0,,15.44,0
ORD100142,2025-01-26,Central,India,Lending,SME Loan,LEN-720,Lending SME Loan Plan 2,3,7232.46,21697.38,INR,C22323,Mobile,11.37,985129.0,,9.68,0
ORD100143,2025-09-22,North,India,Trading,Crypto,TRA-741,Trading Crypto Plan 4,1,3369.04,3369.04,INR,C20756,Mobile,,,0.91,20.97,0
ORD100144,2024-09-22,South,India,Wealth,ETF,WEA-229,Wealth ETF Plan 3,1,6865.29,6865.29,INR,C29201,Mobile,,,,25.56,0
ORD100145,2024-01-10,West,India,Trading,Crypto,TRA-545,Trading Crypto Plan 2,3,789.39,2368.17,INR,C78619,Mobile,,,0.92,36.05,0
ORD100146,2025-07-11,Central,India,Wealth,Robo-Advisor,WEA-420,Wealth Robo-Advisor Plan 1,2,1374.32,2748.64,INR,C92205,Mobile,,,,38.17,0
ORD100147,2024-04-19,North,India,Wealth,ETF,WEA-762,Wealth ETF Plan 2,2,6163.17,12326.34,INR,C94328,Mobile,,,,7.84,0
ORD100148,2024-10-23,North,India,Trading,Equities,TRA-242,Trading Equities Plan 2,2,3194.14,6388.28,INR,C80971,Web,,,0.95,32.03,0
ORD100149,2024-12-08,North,India,Payments,Card,PAY-947,Payments Card Plan 3,2,1340.39,2680.78,INR,C50461,Mobile,,,0.99,44.51,0
ORD100150,2025-01-06,East,India,Lending,SME Loan,LEN-352,Lending SME Loan Plan 2,1,7010.52,7010.52,INR,C39984,Partner,17.33,492111.0,,48.9,0
ORD100151,2025-01-15,Central,India,Lending,SME Loan,LEN-111,Lending SME Loan Plan 4,4,3311.81,13247.24,INR,C21871,Mobile,9.35,67347.0,,26.52,0
ORD100152,2024-02-11,Central,India,Trading,Derivatives,TRA-616,Trading Derivatives Plan 3,2,1235.51,2471.02,INR,C52913,Mobile,,,0.97,32.88,0
ORD100153,2025-05-26,South,India,Payments,Card,PAY-982,Payments Card Plan 3,3,766.25,2298.75,INR,C33291,Web,,,0.91,11.4,0
ORD100154,2025-03-19,Central,India,Wealth,Mutual Funds,WEA-330,Wealth Mutual Funds Plan 2,1,6229.15,6229.15,INR,C25422,Web,,,,33.08,0
ORD100155,2025-03-25,East,India,Lending,Personal Loan,LEN-673,Lending Personal Loan Plan 3,2,3804.04,7608.08,INR,C16548,Mobile,17.64,126373.0,,38.01,0
ORD100156,2024-10-25,South,India,Payments,UPI,PAY-272,Payments UPI Plan 4,2,2059.01,4118.02,INR,C10163,Mobile,,,0.96,42.54,0
ORD100157,2024-08-29,Central,India,Payments,Card,PAY-863,Payments Card Plan 2,1,8474.7,8474.7,INR,C31223,Web,,,0.92,26.97,0
ORD100158,2024-04-13,South,India,Wealth,Mutual Funds,WEA-128,Wealth Mutual Funds Plan 1,4,7893.16,31572.64,INR,C99097,Partner,,,,35.97,0
ORD100159,2024-02-12,Central,India,Payments,Gateway,PAY-954,Payments Gateway Plan 4,2,8286.3,16572.6,INR,C66492,Mobile,,,0.92,25.26,0
ORD100160,2025-09-22,Central,India,Insurance,Health,INS-534,Insurance Health Plan 4,1,668.74,668.74,INR,C99570,Mobile,,,,38.58,0
ORD100161,2025-08-27,South,India,Trading,Equities,TRA-619,Trading Equities Plan 4,5,4727.08,23635.4,INR,C57241,Mobile,,,0.95,23.55,0
ORD100162,2024-09-08,North,India,Payments,Gateway,PAY-689,Payments Gateway Plan 1,3,3095.36,9286.08,INR,C69560,Partner,,,0.91,14.26,0
ORD100163,2024-06-28,South,India,Lending,Mortgage,LEN-450,Lending Mortgage Plan 4,1,3357.71,3357.71,INR,C19503,Web,14.02,853585.0,,26.35,0
ORD100164,2024-05-26,North,India,Payments,UPI,PAY-725,Payments UPI Plan 2,1,9295.22,9295.22,INR,C87811,Mobile,,,0.94,21.75,0
ORD100165,2024-02-25,East,India,Payments,Gateway,PAY-332,Payments Gateway Plan 3,2,8891.86,17783.72,INR,C66849,Web,,,0.99,41.72,0
ORD100166,2025-05-28,West,India,Payments,UPI,PAY-880,Payments UPI Plan 2,1,727.81,727.81,INR,C23057,Mobile,,,0.93,38.89,0
ORD100167,2025-06-23,South,India,Insurance,Life,INS-795,Insurance Life Plan 3,3,2292.41,6877.23,INR,C18894,Mobile,,,,29.4,0
ORD100168,2024-09-17,West,India,Payments,UPI,PAY-360,Payments UPI Plan 3,2,6435.66,12871.32,INR,C92368,Mobile,,,0.9,25.77,0
